(を)シャベルですくう,to shovel,铲
(と)同行する,"attendant;to accompany, attend;accompaniment, escort",陪同，伴随，护送
(に)所属する,"belonging to, appurtenant;to belong to",属，属于
(を)残念に思う,"regretfully, regrettably;to be sorry about, regret, lament, pity;regret, remorse, sorrow",痛惜，惋惜
(~から)成り立つ,to consist;consistency,由…组成，包含
(を)組織する,organizational;to organize;organization,组织
進歩する,"advanced, progressive;progressively;to advance, progress, proceed;advance, advancement, progress",进步，发展
(を)尊敬する,respectful;to respect;respect,尊重；尊敬
(を)とがめる,"reproachful;reproachfully;to blame, rebuke, reproach, reprove, scold, reprimand;censure, rebuke, reproach, reprimand",责备，指责，谴责
異なる,"different;differently;to be different, differ, disagree;difference",差异，不同
(を)推薦する,"to commend, recommend, register;recommendation, testimonial",推荐，介绍；力劝
文通する,"to correspond;correspondence, correspondence",通信
退屈する,"boring, weary, wearisome, tiresome;to be bored, be tired, be weary, bother, pester, tire;annoyance, boredom, worry, weariness",生厌，倦怠，感到无聊
(を)信頼する,"to have faith, have faith in, trust;confidence, faith, trust",信任，信赖
(を)楽しむ,"to delight in, enjoy, relish;delight, joy",享受，享乐；享有
(を)たたき切る,"to chop, cut, hack, hew;chop, hack",砍
(の)気を引く,"to allure, entice, attract, decoy, lure, coax;allurement, bait, enticement; log",引诱；吸引
"(宗教,道徳的)罪を犯す","evil, sinful;to sin, transgress;evil, sin, transgression",犯罪，犯错误
(の)重さを計る,to weigh (something);peso,称，过秤，掂
(の毛を)そる,to shave,剃，刮
溺れる,"to drown, sink",淹死，沉没
口笛を吹く,"to whistle;whistle, toot",吹口哨，吹哨
(を熱で)溶かす,"to case, fuse, melt, smelt;melting, fusion",熔化，冶炼；铸
(を)小作する,"to farm, lease;farm",租种
暮らす(健康状態),"to be, fare (as to health);state",起居，健康状况
(を)摩擦する,"abrasive;to grate, rub, stroke;friction",摩擦
うめく,"while groaning;to groan, moan;groan, moan; gem",呻吟，悲叹
裂ける,"to burst;burst, crack",爆裂，破裂，裂开
縫う,"to stitch, sew, tack",缝
(を)かむ,"mordant, pungent;to bite;bite",咬；腐蚀，侵蚀
(を粉に)挽く,"to grind, pulverize",磨，碾
(を)養う,"nourishing, nutritious, nutritional;to feed, nourish, foster;nourishment, food",喂养，哺育；赡养，抚养
臭う,"odorous;to give off an odor, reek, smell;odor, scent, smell",发出气味
(に)乗って行く,mounted;riding;to ride;ride,骑，乘骑
(を)解決する,"to dissolve, reduce, solve, ressolve;dissolution, solution",溶解；解决，解答
(を)評価する,"rating;to appraise, estimate, rate, assess, tax, value, evaluate;assessment, toll, tax",评价，衡量，估计
(を)織る,textile;to weave,织；编造；构思
(を)誘惑する,"tempting;to entice, induce, tempt;temptation",引诱，诱惑；激起欲念
さし迫る,"pressing, urgent;urgently;to hurry, press, urge;craving, stress",紧催，敦促；急忙，紧迫
雑談する,"flippant;flippantly;to babble, blab, chatter, prattle, shoot the breeze, chat;chat",聊天，闲谈
(を)破壊する,"destructive;destructively;to destroy, quash;destruction",破坏，摧毁
(を)定義する,"defining, determining;to allot, define, determine;definition",下定义
(の)気を散らす,"entertaining;entertainingly;to amuse, distract, divert, entertain, unbend, relax;distraction, diversion",使…分心；使消遣
(を)見抜く,"to divine, guess (correctly);conception, estimate, guess",猜；猜测
(を)分割する,"divisive;to divide, separate, share, split;division, partition",分；分配；[数学]除
(を)伸ばす,"to expand, extend, stretch out;extension",伸展；铺开
進化する,"evolutionary;to develop, evolve;development, evolution",进化，演化；发展
(を)鍛える,to forge,锻打，锻造
(を)美食する,"alluring, attractive, enticing, tempting, appetizing, delicious, tasty;to eat for pleasure, relish, enjoy",享用美味
(に)よじ登る,to climb,攀登，爬上
ためらう,to hesitate;hesitation,踌躇，犹豫，迟疑
(を)ひっ掛ける,"to concatenate, hook;catenation, concatenation",（用钩）悬挂；抓住，固定
(を)ほめる,"praiseful;glowingly;to acclaim, commend, laud, praise;commendation, praise",称赞，赞扬
"(を石,レンガで)築く","to build (with stone), mason",砌，建筑
[商](を)提供する,"to bid, offer, make an offer of;offer",兜售，供给，出售
(を)装飾する,"ornamental;to adorn, decorate, ornament, embellish;adornment, ornament",装饰，修饰，点缀
いたずらをする,"frolicsome, frolic, petulant, playful, saucy;to frolic, horse around, play about;mischief, prank",玩耍，淘气
夢を見る,to dream;dream,梦见
(を)敷き広げる,"to lay out, spread, spread out, sprawl",铺开，展开；平放
(を)想定する,"alleged;allegedly;to assume, guess, presume, suppose, surmise;assumption, supposition",猜想，假定，假设
(を)かばう,"protective;to protect, shelter, screen, shield;protection, shelter",遮蔽；保护，掩护；防止
(を)節約する,"to be careful, spare, economize, save, spare, be sparing of, keep for future use;economy, saving",节省，节约
"(穴,隙間などを)詰めふさぐ","to block, clog, plug up, stop up, jam",填塞，堵塞，填满
[商](の)債務を負う,"to owe, be indebted;debt",欠，负有责任或义务
膨れる,"bulging;to bloat, swell, inflate, distend, puff;bulge, swell, swelling",膨胀，肿胀，充满
(を)我慢する,"to endure, put up with, tolerate, suffer, bear, stand;forbearance",忍受，容忍，宽容；经得起
(を)注ぐ,"to pour out, scatter, shed",倾倒，浇；倾泻，发泄
(に)見える,"in appearance;to appear, look, seem;appearance, aspect, look, sight, view, preview",像是，貌似，显得
(を)続ける,,
(を)損傷する,"broken, out of order, defective;to damage, harm, hurt, impair, injure, mutilate, spoil, mar;damage, flaw, defect, imperfection",损坏，弄坏，损伤，损害
(を)討議する,to discuss;discussion,讨论
惜しむ,"regrettable;regrettably;That’s too bad, What a pity;to be anxious about, be concerned for, begrudge, not want to spend, regret, be sorry about, fear for;pity, something regrettable",吝惜，爱惜
(を)興奮させる,"exciting;to agitate, arouse, excite, rouse, stir, stir up;excitation, excitement",刺激，激发；助长
(を)訓練する,"to exercise, practice, train, drill, rehearse;drill, exercise, practice",练习，训练，锻炼
(を)探求する,"scientific, exploratory, research;to examine, explore, investigate, prospect, research, study, survey, browse (for file);exploration, investigation, research",考察，探索
(を)表現する,"to express, state;expression",表示，表现，表达
(を)慰める,"to cheer, comfort, console, soothe, solace;comfort, consolation, solace",安慰
つぶやく,"to murmur, mutter;murmur, whisper",发低沉连续的声音；嘟哝，抱怨
(の)議長を勤める,"to preside, take the chair;chairmanship, leadership",主持，做主席
(を)意味する,"significant;meaningfully;to imply, mean, signify;meaning, signification",义为；意味着；预示
(を)彫刻する,"sculptural;to carve, sculpt",雕塑，雕刻
(を)翻訳する,"translation;to interpret, translate, compile;translation, version",翻译，译
遠足する,"to go on an excursion;excursion, outing, trip",远足
(を)調べる,"to examine, inspect, verify, question, scrutinize, survey, audit;exam, examination, investigation, review, test",考核，检查，审查，考试
(を)伝える,"of communication;to communicate, report, impart;account, communication",告知，传染
(に)関係がある,"concerned, in question;about, concerning, as to;to concern, involve;concern",涉及，关系到
(を)確認する,"to ascertain to be true (a fact), establish, take note, prove;finding, statement",确认，证实；查明
(を)保護する,"protectionist;to protect, back, cover;patronage, protection",保护，庇护
抗議する,to protest;protest,抗议，提出异议，反对
(を)転覆させる,"backwards;to overthrow, turn, turn over, overturn, upset, reverse, flip;reversal, upheaval, upset",翻转，颠倒，推翻；颠覆
(を不意に)驚かす,"startling, surprising, striking;aback;to surprise;surprise",突然来到面前，邂逅；使惊讶，使感到意外
(を)考慮する,"to account, consider, esteem, regard, take into account;consideration, deliberation",考虑；把…看作…
(を)迫害する,"oppressive;to chase, persecute, prosecute, pursue;persecution, pursuit",追逼，逼逐，迫害
(を)代表する,"to act for, represent",代表，代理
(を)焼く,"to bake, cook in an oven",烘，烤；烧制，炮制
(を)祝福する,"blessed;to bless;benediction, blessing, boon",祝福，祈福，赐福；感恩
ほえる,"to bay, bark;bark (of a dog)",（狗）吠；叫骂，漫骂
(に)穴をあける,"to bore, drill;boron",钻孔，打洞（钻透）；穿过
譲歩する,"to cede, give in, yield, comply, concede, grant, accommodate;abandonment, cession, concession",让步，退让；让与
(を)引用する,"to cite, quote, mention;quotation",引用；举出，列举
(を)なめる,"to lick, lap",舔，舐；拍…马屁
(を)強奪する,"to pillage, plunder, rob, take away (by force);rapine",抢，抢劫，掠夺；使失去
うっとりさせる,"delightful, lovely, exquisite, ravishing;to delight, enchant, enrapture;delight, ecstasy, rapture",使陶醉，使狂喜
(舟を)漕ぐ,to row,划桨，划船，摇橹
(を)空想する,"dreamy, in a reverie, lost in thought;in a dream, dreamily;to dream, daydream, fancy, muse;dream, daydream, reverie;Reta Vortaro",幻想，梦想；渴望，向往
(を)鋸で引く,to saw,锯，锯开
(を)揺すぶる,"to agitate, shake, shock, toss;shaking, shake, shock",摇撼，震动，摆动，使战栗；震动；动摇
うんざりさせる,"boring, stodgy, tiresome, tedious;to bore, tire;distaste",打扰，纠缠；令人生厌
"(を布,皮などで)上張りする","to coat, cover, overlay;covering, surface",套，罩，包，镀，涂
(を)予約する,"subscription-related;by subscription, with a subscription;to have a subscription, subscribe to;subscription",（事先付款）预订
(を)雇う,"to employ, engage, hire;the act of hiring someone, employment",雇佣
(を)うらやむ,envious;enviously;to envy;envy,羡慕，忌妒
(を)嗅ぐ,"to scent, smell;smell",嗅到，闻到；嗅，闻
(を)創立する,"foundational;to erect, establish, form, found, institute;establishment",建立；创建，创办
(を)フライにする,"to fry;French fry, potato chip",油炸，煎
(を)カールする,"crisp;to curl, frizz;hairdo",烫发
身振りをする,"to gesticulate, gesture;gesture",做手势，用姿势示意
(に)アイロンをかける,to iron (clothes),熨，烫
(を)飲み込む,"to swallow;draught, sip, mouthful, gulp, swallow, sup",咽下，吞
(を)誓う,"sworn;to affirm, pledge, swear, take an oath, vow;oath",宣誓，发誓；郑重担保
(を)こねる,"to form, give form to, knead, mix",和面，揉面；揉捏，捏塑
(を)かみ砕く,"to chew, masticate, munch;match",（咀）嚼，（像咀嚼似的）体会
乳を搾る,to milk,挤奶；榨取
移動する,"itinerant;to migrate, roam, wander, wander about, travel about",漫游，远游；流浪，迁徙
[機](を)組み立てる,"build;to assemble, link, mount, set, build",装配，安装；镶嵌；剪辑
(を神に)捧げる,"as an offering;to offer, offer up, sacrifice;oblation, sacrifice",供奉，献祭；牺牲，贡献
(を)後悔する,"contrite, penitent;to repent;penance, penitence, repentance, regret, remorse",悔过，悔悟，忏悔
(を)証明する,"to demonstrate, prove, substantiate;proof, sign, token",证明，证实，表明，说明
(をポンプで)吸い上げる,to pump,用泵抽，泵唧；泵送
腐敗する,"addled, bad, rotten, decaying, festering, putrefying;to decay, decompose, putrefy, rot, fester;corruption",腐烂，腐败，腐朽；腐化，堕落
這って進む,"to crawl, creep, sneak;crawl",爬，蠕动，爬行，匍匐而行
(生命などを)危険にさらす,"adventurous, hazardous, risky, venturous;to hazard, risk, venture;hazard, risk, venture",拿…冒险，冒…危险，有…危险
いびきをかく,"hoarse, husky, harsh;to snore",打鼾，发呼噜声
[料](を)焼く,"to broil, roast, toast",烤，烧，烤制
失神する,"to faint, swoon;faint, swoon, syncope",昏厥，昏倒
(を)押しやる,"to push along, shove, thrust, shift;shift (computer), thrust",推，推动
(粉粒を)まく,"to dump, pour (out), scatter, tip",倾，倒出，撒
[服](を)裁断する,"to carve, cut, polish, sculpt;cut",凿，琢磨（金刚石等），裁剪
(を)よじる,"tortuous;to contort, twist, warp, wind, wring, wriggle, sprain;torsion",捻，搓，扭；扭曲，扭伤，歪曲
引きずって行く,"to drag, tow, trail, train",拖，拉，拽，牵引
変動する,variable;to vary;variety,连续不断地变化
枯れる,"faded, withered;to fade, wither;decay",枯萎，凋谢；衰弱，衰老
(を)足し算する,"additive;to add (up), count in;addition",[数学]加
(に)感嘆する,admiring;admiringly;to admire;admiration,赞赏，倾倒，崇敬
(に)言い聞かせる,"admonitory;to admonish, advise, censure, exhort, scold, reprimand, tell off;admonition, exhortation",劝导，训斥
(を)養子にする,adoptive;by adoption;to adopt;adoption,收养，过继；采纳，采用
(を)加速する,"accerlerative;to accelerate, advance, further, hasten, promote, speed up;acceleration",加速，促进
(を)証明する,"certification;to affirm, attest, (bear) witness, testify, certify, give evidence, vouch;affirmation, attestation, certificate, testimony, witness, voucher, certification, evidence",证明，证实，作证
(を)汲む,"to bail, draw (water), excerpt, extract, spoon;extraction",汲；吸取，汲取
融ける,"to melt, thaw;melting, thaw",（冰雪）融化，融解，解冻
(を)派遣する,to delegate;assignment,派遣（代表）
(を)曲げる,"flexible;to bend, flex, inflect;flexion",屈，弯曲；使屈服
(旗などが)翻る,"to flirt, flit, flutter;flirt",翩翩（飞舞）；飘扬
(を)相続する,hereditary;by inheritance;to inherit;heritage,继承，承袭；受遗传
影響を与える,"influential;to act, affect, influence, have influence on, shape, sway;action, influence",影响
(を)愛撫する,"wheedling;caressingly, tenderly;to caress, fondle, stroke;caress, stroke, endearment",爱抚，抚摩
(を)黙考する,"to meditate, think to oneself;meditation",沉思，默想
吐き気を催させる,"abhorrent, abominable, alien, disgusting, nasty, nauseous;vilely;to disgust, nauseate;disgust, nausea",引起恶心，使人想呕吐；使厌恶
あくびをする,to yawn;yawn,打呵欠
(を)放牧する,"to (take to) pasture, feed, shepherd",放牧
休止する,"to pause, take a break, take a rest;break, intermission, pause, recess, interval, rest, stop",暂停，暂歇
(を)つまむ,"to nip, pinch",捏，夹，掐，拧，啃，弹，拨
(を)編む,"to braid, plait, twine, wreathe",编，编织，编造
(に)ごちそうする,"heartily;to entertain, treat, regale;feast, treat",款待，招待
反乱する,"mutinous, rebellious, riotous;to rebel;insurrection, mutiny, rebellion, revolt, sedition, riot",反抗，造反，反叛，叛乱，暴动
(を)恋しがる,"longing;to ache, long for, yearn;longing",怀念，想念；向往，渴望
(を)魔法にかける,"magic;to bewitch;sorcery, magic, spell",施用魔术、巫术；为…所陶醉
ストライキをする,to strike (of workmen);strike,罢工
(を)窒息させる,"airless, oppressive, stifling, sultry, suffocating;to choke, quell, suffocate, suppress, smother, stifle strangle, throttle",闷死；使窒息；压制，抑制
(を)振る,"to brandish, fling, swing, wave, wave about;wag, waggle, wave",挥动，挥舞，甩动，抡
(に)装填する,"loading;to charge, load, burden;charge",
(油などを)塗る,"to anoint, smear, spread, coat, grease, smear;anointing",涂，抹，贿赂
(を)取り扱う,"to deal with, handle, treat, process;treatment",商谈，谈判；把…当作；论述
(に)ひたす,"to dip, immerse, plunge, soak, steep",把…浸入，沾，蘸
(に)切手を貼る,"to prepay, put on stamps, frank;postage",预付邮费，贴邮票
(に)保険をかける,"insurance;to assure, insure, underwrite;assurance, insurance",保险；担保，保障
(を)上下に揺る,"to balance, rock, swing, sway, nod;nod",上下簸动，上下摆动
もがく,"strugglingly;to struggle (against), writhe, wrestle, move convulsively, convulse, flounder;struggle, fight",挣扎；奋斗；竞争
(を)捧げる,"to consecrate, dedicate, devote, set aside, vow;dedication",献；题献；献身，致力于
(を)宣言する,"declarative;to declare, state, proclaim;declaration, proclamation, statement",正式公开宣布；宣布；申报
(の用途を)予定する,"to assign, consign, designate, destine, dispose, earmark, ordain;destiny, fate",预定；注定；选定，指定
口論する,"disputatious;to argue, dispute, bicker, contest, wrangle, contend;contest, debate, dispute, quarrel, polemic, strife",争论，争辩
(を)除外する,"exceptional;apart from, but, except, other than, except, by way of exception;to except, exclude;exception, exclusion",排除，除外
宴会をする,"festive;festively;to banquet, feast;banquet, feast",欢宴，赴宴
(を)打ち砕く,"to crush, shatter, smash, break to pieces, shatter",粉碎，打碎；摧毁，消灭
お祝いを言う,"congratulatory;to felicitate, congratulate;congratulation",祝贺，庆贺
挿絵を入れる,to illustrate,插图，以图装饰
(を)輸入する,"import;to import;import, importation",输入，进口
固執する,"emphatic, insistent;insistently;to insist;insistence, pressure, urgency",坚持（意见或要求），主张
(を)据え付ける,"installation;to install;installation, implementation",设置，安装，建立
(を)励ます,"inducing;to encourage, impel, instigate, spur on, stimulate, urge, incite;impetus, incitement, stimulus",激励，鼓励，煽动，怂恿
(を)罵る,"insulting, offensive, opprobrious;abusively, harshly, insultingly, roughly;to abuse, insult, offend;affront, verbal abuse",骂
[軍](を)指揮する,"peremptory;to command, be in command, order;command, instruction, mandate, order",统帅，指挥，命令，控制
(を)委託する,"to appoint, assign, authorize, charge, entrust, instruct, commission;commission, appointment, authorization, charge, entrustment, errand, job, mandate, trust",委托，委任；托付
(を)信頼する,"trusting;confidently;to confide, have confidence in, trust, entrust, rely;confidence, reliance",信任，信赖，委托，吐露
砂糖漬けにする,to preserve with sugar,糖腌，蜜饯
(を)混乱させる,"confused, jumbled (up);confusedly;to bewilder, confuse, puzzle, disconcert, perplex, trouble, perturb, unsettle, disturb;commotion, confusion, muddle",使混乱，搅乱；混淆
競争する,"competitively;to compete, contend, rival, vie;competition, rivalry",竞争
(を)批判する,"critical;critically;to censure, criticize, knock;criticism",评论；批评，批判
(を)観察する,"observation;to observe, abide by, comply, mind, obey, respect, watch, follow, take notice of;observation",观察，观测，监视；遵守
浸透する,"penetrating;to penetrate, pervade, pierce;penetration",进入，穿入，深入，看透
(を)裏切る,"perfidious, traitorous, treacherous;basely;to betray;betrayal, treachery, treason",背叛，叛变，出卖，不忠
手順を運ぶ,"to act, proceed;method, procedure, process, proceeding",进行，行事，做，办，处理
(を)報告する,"report;to give an account, report;account, record, report, statement",转告；汇报；宣布；陈述，报告；报道
(の)広告をする,"advertising;to advertise;ad, advert, advertisement",为…做广告；吹捧
(権利などを)放棄する,"to abandon, give up, resign, renounce, yield, renounce, surrender, cancel;cession, relinquishment, renunciation, surrender, resignation",放弃，辞去
抵抗する,"resistant, resistive, unyielding;to resist, stand, withstand;resistance",抵抗，反抗，抗拒，抵制
避難する,to take refuge;refuge,避难，逃亡，寻求庇护
(を)抱きしめる,,拥抱，抱
(を)教化する,civilized;to civilize;civilization,教化，使…开化
いらだたせる,"deplorable, pitiable, sad, peevish;deplorably;to aggravate, annoy, distress, vex, worry, grieve;annoyance, disappointment, grief, chagrin, worry",使烦恼，使沮丧，使痛心
(に)依存する,,依赖，依靠；取决于；从属于
(を)判別する,"distinctive;distinctively;to differentiate, discern, discriminate, distinguish, mark;distinction, renown",区别，辨别；分清；看清
爆発する,"explosive;to explode, blow up;explosion",炸裂，爆炸；爆发，突然开始
(を)保証する,"guarantee;to guarantee, warrant, vouch, be responsible for;guarantee, warrant, voucher",担保，保证
親切にする,"friendly, kind, benevolent, courteous, good natured, kindly, obliging, willing;kindly;to be so kind as to, do a favor, oblige;courtesy, favor, complacency, kindness, service",献殷勤，讨好
罪,"proscriptive;to condemn, sentence, damn, convict, find guilty;condemnation, conviction, doom",判罪；禁止；责难
(を)確認する,"affirmative;affirmatively;to acknowledge, confirm, corroborate;acknowledgement, confirmation",确认，证实；批准，认可
(を)推測する,"speculative;to (make a) conjecture, surmise, suppose, guess;conjecture, guess, guesswork, supposition, surmise",推测，猜想，揣度
(を)結論する,"as a conclusion, in conclusion;to abstract, induce, gather, infer, conclude, deduce;conclusion, inference, deduction",得出结论，推断出
(を)検査する,"supervisory;to audit, check (up on), supervise, verify;check, oversight, scrutiny, verification, diagnostics",检查，检验，核对
(を)説得する,"persuasive;convincingly;to convince, persuade;belief, conviction",说服，使信服
[医]手術する,operational;to operate;operation,做手术；运算
(を)果たす,,完成，执行，履行
(の)権利を要求する,"to allege, claim, presume, maintain, assert, argue;claim, presumption, pretence",要求，声称；自称，自诩
(を)怪しむ,"shady, suspicious;suspiciously;to mistrust, suspect;suspicion",怀疑，猜疑，猜想，揣度
(を)いじめる,"distressing, painful, unbearable;painfully;to abuse, agonize, torment, molest;martyrdom, torment",虐待，折磨
(を)分配する,"to allocate, apportion, distribute;distribution, distro",分配，分送，分给
大言壮語する,"to bluster, boast, brag, swagger, boast;boast",自夸，吹牛，说大话
(を)契約する,"contractual;to enter into a contract with, make a contract;agreement, compact, contract, treaty, deal, pact, covenant, pact",订契约，立合同；缔结
(の)家政をとる,,料理家务，管理
(を)延期する,"to adjourn, delay, postpone, defer, procrastinate, put off, suspend;adjournment, delay, suspension",推迟，延期，拖延
(を)管理する,"administrative, back-end;administratively;to administer, manage;administration, management",管理
身をかわす,,
(を)企てる,"to undertake (take it upon oneself to do);enterprise, undertaking",着手，从事，进行
(に)かなう,"becoming, decent, fitting, proper, suitable, seemly, neat;decently, properly;to befit, be fitting;decency, propriety",合礼，合适，适宜；合于
かゆい,"to itch;itch, itching",痒，发痒
(を揺って)寝かしつける,"to cradle, rock, sooth, lull",摇孩子入睡；轻轻摆动（摇动）
(水の中を)歩く,to wade,淌水，涉水；跋涉
さまよう,"circuitous;to drift, loiter, prowl, ramble, roam, wander, meander, stray",流浪，游荡，漂泊，徘徊，彷徨
(を)賭ける,"competitively;to bet, wager, gamble;bet, wager, stake",赌，赌博，打赌
(を)吐く,"to throw up, vomit",呕吐；吐出，喷出
ブンブン言う,"to buzz, hum, roar (traffic);buzz, hum, roar (traffic)",嗡嗡叫，嗡鸣；絮语，唠叨，喃喃；哼唱；嘈杂
(を)崇拝する,"adoring;to adore, worship, idolize;adoration, worship",崇拜，崇敬；酷好，醉心于…
(を)扇動する,"agitational, inflammatory;to abet, agitate, incite, stir up;agitation, commotion, disturbance, excitement, flutter, turmoil",鼓动，煽动
(を)告発する,"accusatory;to accuse, allege, charge;accusation",指责，谴责；控告，控诉
(を)ほのめかす,"indirect, allusive;indirectly;to allude, hint, refer to;allusion",暗指；暗示，（间接）提到
(に)洗礼を施す,"baptismal;to baptize, christen;baptism, christening",洗礼；命名
(を)製本する,"to bind, link (a program);binding, cover",装订，精装
いななく,"to cry (of animals), bellow, bleat, neigh, grunt;cry, animal sound",（兽类）叫，嘶；哭叫
(を)飼育する,"to breed, farm, keep, raise, rear;breeding",饲养；改良品种，培育良种
(を)屠殺する,"to butcher, slaughter, kill (animals)",宰杀（供神）；屠杀
しわくちゃにする,"to crease, crumble, crumple, rumple, wrinkle",折皱
(を)口述筆記させる,to dictate;dictate,口述，口授，使听写；强加，指令；授意，指使
(を)調教する,"to tame, train (an animal)",驯兽
(を)装備する,"to equip, outfit;equipment",装备，配备，分配给
(を)引き起こす,,
(を)断食する,to fast;fast,斋戒；断食
(を)おだてる,coaxingly;to flatter;flattery,阿谀奉承；使人满意
(に)継ぎを当てる,"to darn, mend, patch (up);(software) patch",缝补，修补；弥补
逃げる,"to flee, run away;flight, run",逃避，逃走，逃难
(を)仕損じる,"clumsy, half-assed, ham-fisted, inept, messy;(denotes bungling, incompetence);clumsily, ineptly;to botch, bungle, screw up, spoil, make a mess of, muddle",弄糟，拙劣地做，胡乱地做
(を)補強する,"to decorate, embellish, equip, fit out, furnish, garnish, trim, reinforce, strengthen, adorn",加固，装设；置备；装饰
(を)掻く,to scratch;scratch,抓，抓破，抓伤；挠，搔
(を)持たせる,,
(を)孤立させる,"isolated, secluded;apart;to insulate, isolate, seclude",隔离，使孤立；使绝缘；隔绝
(馬具などに)つなぐ,"to harness, yoke",套（牲口），挂（车）
格闘する,"to struggle, wrestle;struggle, tussle",搏斗，角斗；奋斗
うなる,"to bellow, howl, roar, low, moo, roar;rage, roar",牛叫，狮吼，虎啸；咆哮，呼啸，轰鸣
(に)反対する,to oppose,表示反对意见
(を)手探りする,"by feel, by touch;to feel, grope, touch;feeling, touch",摸，摸索；抚摸
[料](を)塩づけにする,to pickle (in salt),盐腌，泡
破滅する,"to perish;destruction, doom, downfall, fall, perdition, ruin, wreck",死亡，丧生；沉没
(を)ふやす,,
(を)除草する,"to hoe, weed, weed out",除草，拔草，锄草，耘
[医](を)切断する,"to cut, dissect, (perform an) autopsy, intersect;array section, cross-section, slice",切开，切断；割
(を)吸収する,"absorbent;to absorb (a liquid), sip;absorption",吸进；吸入，吸收
(を)ものともしない,"defiantly, despite, in spite of;to defy;defiance, spite",蔑视，违拗，与…作对
(を)吸う,to suck,吸，吮，咂；含；吸取，抽取
(の)仲人する,"to match-make, match",给…做媒，说亲
(を)タイプする,to type (on keyboard),打字
くしゃみをする,to sneeze;sneeze,打喷嚏
(を)くすぐる,"ticklish, delicate;to tickle;tickle",呵痒，胳肢；引起快感；取悦，迎合
チンチンと鳴る,"to chink, clink, jingle, tinkle;clink, jingle, tinkle",发当当（叮当、丁零）声
(の)編み物をする,to knit,编结，针织
(を)押し付ける,"aggressive, coercive, forceful;aggressively;to assert, coerce, force, impose, thrust;coercion, imposition, intrusion",强加…于；强使（某人）接受
(を)保育する,"to look after, nurse, take care, tend",抚养，抚育，照顾，饲养
(を)適合させる,"adaptive;to accommodate, adapt, adjust, attune, fix, fit, mount, place, tune;adaptation, adjustment",适应，配（合），改编；装配
(を)応用する,"application;to administer, apply, practice;application, employment, use",应用，实际运用；使用，采用
(と)断言する,"assertive;by all accounts;to affirm, allege, assert, aver, claim, state;contention, assertion",断言，断定
(を)補佐する,"auxiliary, subsidiary;to abet, aid, assist, help, attend to, support;aid, help",协助，辅佐，助理
(に)投票する,"to ballot, poll, vote, elect;election, vote",投票（选举）
(に)出席する,,
錯乱する,"delirious;deliriously;to be delirious, wander, rave;delirium",谵妄，说胡话，精神错乱
(を)預ける,"to deposit, dump, bank, file, lodge, store",寄存，存放；储蓄，存储
(を議員などに)出す,to depute,选议员，选派代表
(を)調査する,"poll;to inquire, investigate, make an inquiry, survey;inquiry, investigation, survey",审讯；调查
逃れる,"to escape, flee;escape",逃脱；逃避
[農](を)かまで刈る,"to cut, mow, reap",割，刈；屠杀
(炎などが)揺らめく,"to flare, flare up, flicker",闪烁；抖动，忽闪
不在だ,,
きしる,"to creak, gnash, grate, grind, grate, make a grinding sound, squeak;scratch, scratching, scraping, grating",发出刺耳的声音
(を)無視する,"to ignore, leave out of account, discard",不理，无视，漠视
突進する,"impetuous;to be impetuous, bound, dash, spring, leap, rush;impetus, rush, impulse",突进，冲刺
(を)怒らせる,"to abet, excite, incite, provoke, rouse, stimulate, stir up, irritate;abetment, incitement",激怒，逗弄，惹
(を)指し示す,"indicative;to indicate, suggest, designate, point;flag, indication, denotation, designation",指出，指示，表示
(を)落とし入れる,"insidious, treacherous;insidiously;to lay a snare, plot against, set a trap (for);ambush, snare, trap",设陷阱，布圈套，暗害
氾濫する,to flood;flood,泛滥，淹没
たんを吐く,"to expectorate, spit;spittle",吐痰，吐唾沫
(を)供給する,"to deliver, furnish, supply, return, yield;delivery, uniform",交货，交付；供给，提供
(を)言及する,to mention;mention,说起，提及，提到
(を)修正する,"modifier;to alter, modify;alteration, amendment",修改，修正；订正，改正
(を)侮辱する,"abusive, nasty, offensive;offensively;to abuse, insult, offend, transgress;abuse, transgression, offence, trespass",触犯，冒犯，激怒；违反，违背
(を)推論する,"reasonable;to discuss, argue, reason;reasoning, logical argument",推理，推论；评理；争辩
(を)あかす,"to develop, reveal",展示，显示，揭示；使显影
[遊]スタートする,"to start (off);kickoff, start, takeoff",起跑，开始，出发；开动，发动（机器等）
さらさら鳴る,"to rustle, swish;rustle, swish",发出簌簌声，沙沙做响，窸窸窣窣
(を)紡ぐ,to spin (thread),纺；吐丝、作茧、结网
(を)訓練する,"to coach, train",培养，训练，教育，造就
(の)復讐をする,"avenging;to avenge (oneself), revenge;revenge, vengeance",替…报仇，复仇；报复
節制する,abstemious;to abstain;abstention,节制，禁戒（烟酒等）；吃斋，斋戒
(を)悩ませる,"distressing, grievous, painful, troublesome;painfully;to afflict, grieve, distress;affliction",使人苦恼
交互に起こる,"alternate, alternating;alternately, alternatively;to alternate;alternation",交替，轮流，轮换；交流（电）；轮作
どもる,"faltering, haltingly, hesitant, inarticulate;falteringly, haltingly, hesitantly;to falter, stammer, stutter;stammer, stutter",口吃，结巴
循環する,"to be about, circulate, get about",循环；往来，流动；流通，传播
当直する,"to be on duty, serve;duty",值班，值勤
(を)告発する,"to accuse, denounce, impeach, inform against, file charges, lodge a complaint;accusation, denouncement, denunciation",告发，揭发
(を)引きとめる,,9 不让接近，使离开；阻止，抑制，忍住
